N_Reinas,Algoritmo,Optima,truncado?,Explorados,Tiempo,reinas_atacandose
8,BackTracking,True,False,876,0.0020089149475097656,0
8,BackTracking,True,False,876,0.003998279571533203,0
8,BackTracking,True,False,876,0.0020139217376708984,0
8,BackTracking,True,False,876,0.0020101070404052734,0
8,BackTracking,True,False,876,0.0019991397857666016,0
8,BackTracking,True,False,876,0.0019807815551757812,0
8,BackTracking,True,False,876,0.0019979476928710938,0
8,BackTracking,True,False,876,0.0009996891021728516,0
8,BackTracking,True,False,876,0.0019974708557128906,0
8,BackTracking,True,False,876,0.002998828887939453,0
8,BackTracking,True,False,876,0.0019969940185546875,0
8,BackTracking,True,False,876,0.0019989013671875,0
8,BackTracking,True,False,876,0.0019991397857666016,0
8,BackTracking,True,False,876,0.002998828887939453,0
8,BackTracking,True,False,876,0.001997232437133789,0
8,BackTracking,True,False,876,0.001998424530029297,0
